symbol	GSM2774694	GSM2700245	GSM2774692	GSM3685853	GSM2226785	GSM2477389	GSM3936840	GSM2226791	GSM2700243	GSM3685848	GSM2477394	GSM2226789	GSM2226786	GSM3685849	GSM1855318	GSM2226784	GSM2700241	GSM2226792	GSM2774696	GSM2226788	GSM2700240	GSM3685850	GSM1855317	GSM3685851	GSM1855321
hsa-miR-1263	4.053088971	4.503480496	3.933790855	3.548760601	4.070536588	4.075476177	3.645209376	4.397134049	3.969244922	3.801382775	3.741733442	3.700236862	3.827630422	3.509478131	4.334087323	3.883781406	3.485985471	4.082951592	4.001460779	4.014217193	4.232810816	4.180847056	3.923750645	3.887446749	3.612916727
hsa-miR-1264	6.39623536	6.57322965	6.018100518	7.244677207	6.004639818	6.371728453	6.955706786	6.354797172	6.819435737	6.725919393	6.924120802	6.300490639	6.270584608	7.152167095	6.897515241	6.585113997	7.260426936	6.005264812	6.744434808	6.787229138	7.165479469	6.193029837	6.493525781	7.17037819	6.295487445
hsa-miR-1265	5.766139054	6.310267194	6.165170568	6.043189105	5.907341724	6.016329717	5.796224481	6.226270288	6.047382608	6.265655346	5.932521848	6.189337528	6.149636659	6.016600605	6.210671767	6.09598379	5.939065861	5.970152928	5.794696423	6.170319159	6.033775309	6.00872206	6.151188133	5.676800661	5.723366703
hsa-miR-1266	5.140563227	4.689446947	4.95972074	4.838200755	4.776574727	5.094622462	5.127116262	4.786736887	4.735313675	4.935594833	4.859933351	4.882667837	5.170104017	5.394912457	4.459463835	5.437173084	4.386704383	5.580895891	5.125908059	5.382449827	4.908045552	5.290757559	4.746640677	5.350520721	4.875493331
hsa-miR-1267	2.728050977	2.281478287	2.476691164	2.089861864	2.276712918	2.688057767	2.358968748	2.171104443	2.618637516	2.944502537	2.747048035	2.562649072	2.360763622	2.450838463	2.670542332	2.429077134	2.557965787	2.053514851	2.398102372	2.439648997	2.263755742	2.578763997	2.239155784	2.457376696	2.548832043
hsa-miR-1268	4.283675652	4.790590269	4.425457965	5.49897702	4.418375116	4.052643699	5.41547085	3.628759012	5.118227283	4.808223707	4.848924771	4.532106532	4.174148813	5.410681074	4.619364011	4.090609622	5.749699198	3.525298306	4.712856797	4.545532691	5.825989669	4.903493407	4.218773431	5.622345287	4.211127825
hsa-miR-1269	7.460103895	6.807429626	7.080103256	6.97102317	6.859169532	6.942600919	6.683871487	7.268470917	6.880106232	6.634470754	7.151976022	6.871060634	7.16148226	6.727588788	6.995423041	7.157572077	7.076012163	7.577400288	7.346664922	7.004872052	6.747123553	6.959153927	7.270181297	7.23466776	7.343110986
hsa-miR-127-3p	5.496083016	5.863651281	5.558587034	5.376393108	5.326481935	5.673867938	5.451558269	6.20237196	5.570083764	5.34280576	5.629353004	5.766157319	5.768077312	5.568648797	5.38564451	5.510599309	5.66082119	5.695132486	5.374204031	5.381511214	5.303249477	5.470638321	5.563111668	5.122347609	5.445082889
hsa-miR-127-5p	7.79440022	7.17695447	7.397919714	7.11153769	7.427593082	7.260856142	6.800494948	7.351934586	6.981527845	7.107081492	7.45019831	7.186390211	7.695918169	7.069020101	7.368718696	7.479188117	7.128140744	7.848147583	7.539349182	7.387329563	6.861437789	7.489322604	7.751922559	7.196620094	7.420437654
hsa-miR-1270	6.321045801	5.66421884	5.69797334	6.092934878	5.401255767	5.999615129	5.269217849	5.980270472	5.929159828	5.680589597	6.142934637	5.907781207	5.889505365	5.550575238	5.832768201	5.848938068	5.551301032	6.070798675	6.167716717	6.217972859	5.690607054	5.921820625	5.695463858	5.743330399	6.016372714
hsa-miR-1271	6.224176327	6.388355285	6.045371242	6.300035588	6.233589841	6.09855517	6.25609502	5.860688594	6.088383896	6.211997573	5.902471123	6.285077029	5.974320412	6.064137962	5.83139137	5.97876288	6.048939788	5.921212808	6.301775639	6.050789685	6.040609954	6.265527134	5.984310453	6.184726173	6.246676012
hsa-miR-1272	2.899810678	3.704680289	3.462354218	3.207275772	3.738549668	3.695048518	3.84367884	4.27239745	3.631928395	3.760620548	3.802844398	3.981918205	3.336609695	3.272417886	2.693873619	3.241717178	3.072385968	3.929381086	3.52556698	3.795231359	4.298051606	3.46037477	3.899290205	2.892029276	3.815276748
hsa-miR-1273	10.65068255	10.32079915	10.34985416	10.1549138	10.33039895	10.37319365	9.961454011	10.6113871	10.08186317	10.03028678	10.37267557	10.20250238	10.46786354	10.03400051	9.907909306	10.58699105	9.940428639	10.90485186	10.57670967	10.36377931	9.976106915	10.45261816	10.36238902	10.34743446	10.64661597
hsa-miR-1274a	5.408143384	5.090231464	5.328943496	4.868427032	5.032025267	4.955833725	5.21596985	5.299334253	5.202536254	5.054805482	5.26824652	5.404748483	5.401537344	5.371972275	6.238164002	5.475323781	5.72610113	5.583900944	5.90620572	4.78650375	5.850683335	4.974694674	5.041209527	5.073420002	5.460514004
hsa-miR-1274b	5.213414049	4.267152671	5.255224666	5.089352728	4.30092039	5.039100598	5.127116262	4.685208691	5.411538469	5.403218547	4.828952614	4.903209341	4.515554924	4.935023261	4.648915695	4.910955422	5.484587559	5.140030799	4.935799046	4.160083334	4.606577619	5.201798538	4.662410472	4.678019384	5.07705561
