symbol	GSM1855319	GSM1855320	GSM1855322	GSM2195410	GSM2195411	GSM2195412	GSM2195413	GSM2195414	GSM2195415	GSM2226787	GSM2226790	GSM2226793	GSM2477390	GSM2477391	GSM2477392	GSM2477393	GSM2700244	GSM2700242	GSM2774691	GSM2774693	GSM2774695	GSM3685852	GSM3936838	GSM3936839	GSM3936841
hsa-miR-1263	7.785124202	7.945637775	7.785124202	5.745150737	5.752678419	5.730339254	5.764514506	5.747870296	5.743342743	5.740146806	5.788824822	5.790786842	5.767937951	5.78481869	5.745429717	5.739885895	5.9366569	5.86181124	6.115310796	5.839824497	5.830856352	6.468565411	5.954327353	5.757073757	5.93229556
hsa-miR-1264	5.828718566	5.878939698	5.83599198	6.030239843	6.026826364	6.321935237	6.139582268	6.076129618	6.230061092	5.754725107	5.73047328	5.756172743	5.730509356	5.719177713	5.733164989	5.723253786	6.031851564	5.964900386	9.099281951	9.277035408	9.973661441	7.395114663	6.099438386	6.113973719	6.119171792
hsa-miR-1265	6.016573558	6.77137695	5.859685184	8.85732519	8.780531437	8.924310127	8.91338051	8.023740278	8.877659786	5.708194635	5.715774091	5.72705211	5.770154916	5.74455372	5.727814813	5.799871201	7.184120466	7.259919993	7.433437774	7.383765463	8.239876754	7.982606021	5.696362934	5.98468361	7.332072008
hsa-miR-1266	6.287708449	6.344154684	6.297049144	5.736830064	5.714329537	5.739165607	5.729980331	5.7541472	5.753902823	5.753850893	5.759815538	5.740345717	5.729425828	5.725194572	5.724458531	5.72092677	7.322233073	7.186861953	10.9406011	10.76298404	11.01132625	7.969104716	5.910012409	5.899601311	5.857270901
hsa-miR-1267	6.915777486	6.89269223	6.743597844	5.885810604	5.742523907	5.722064876	5.774152805	5.726235237	5.718394672	5.757280737	5.74775928	5.743901614	5.754437945	5.706105834	5.737201371	5.705741706	8.010329921	8.168155376	5.820067803	5.837637342	5.802106945	8.480528883	6.129512089	5.757073757	5.830071519
hsa-miR-1268	10.59665714	10.80389154	10.94625698	5.956280257	6.010587092	5.951593302	5.818422124	5.84708254	5.825321996	5.730663344	5.806318991	5.73725481	5.743518121	5.786432606	5.743263168	5.729652816	6.655716656	6.395756839	5.802168439	5.899555529	5.813793782	6.625037366	5.690029094	5.727059443	5.729373102
hsa-miR-1269	6.934573178	7.081170645	7.489779513	8.459079622	7.249879471	7.610698544	8.04096069	7.352756709	7.534283122	5.828059399	5.873506554	5.841227967	6.223539425	6.22660501	6.228920507	6.23985105	12.04732328	12.13288241	8.57948474	8.46124681	8.737555853	10.56356757	5.984525726	6.10252712	6.135912654
hsa-miR-127-3p	5.895987657	5.945891754	5.919919202	5.792937484	5.724569424	5.745752732	5.873032961	5.768799021	5.731224413	5.770189052	5.707015558	5.690228664	5.713693686	5.718228353	5.712369632	5.721724402	5.76284395	5.846381363	5.837594543	5.874242185	5.844161871	6.854156479	16.15040436	15.76942474	16.04041289
hsa-miR-127-5p	5.831123252	5.800332353	5.841681309	6.860538196	6.142582058	6.330127354	6.327135964	6.574239708	6.495148204	5.785788774	5.715774091	5.819725172	5.849328522	5.794523597	5.777429907	5.910655603	11.41404239	11.14079814	5.837594543	5.779036465	5.781125947	9.896321377	6.357134128	6.32691821	6.496440996
hsa-miR-1270	8.075879173	7.573582603	7.958503255	5.745150737	5.861440105	5.753351764	5.743342743	5.747870296	5.760295822	7.276989181	7.267996285	7.261324095	5.768969677	5.787405931	5.76253748	5.763607986	7.81586674	8.006983299	5.795325128	5.924126314	5.819149366	8.382952727	6.787759631	6.687980617	8.133670036
hsa-miR-1271	6.329397503	6.361340272	6.159432373	5.834605802	5.795174399	5.816525357	5.743342743	5.772038294	5.834605802	5.850449611	5.819725172	5.74745751	5.820027427	5.765542934	5.803592322	5.765587805	6.989981471	7.228688961	7.261454153	7.034569952	6.42284944	7.244405048	5.774979979	5.899601311	5.890517705
hsa-miR-1272	5.902104709	5.88172448	5.99080178	5.755062305	5.734966575	5.761767995	5.753351764	5.739389486	5.771097783	7.262051825	7.275766548	7.37258902	5.904299295	5.823849974	5.862720022	5.794728866	8.667047325	8.832106648	5.947185028	5.911799907	5.963656364	9.017630916	10.43723602	10.48369383	9.812785324
hsa-miR-1273	5.948126688	5.853186472	5.85298754	5.745150737	5.741855155	5.742235778	5.734966575	5.731224413	5.720145016	7.262051825	7.275766548	7.37258902	5.946501736	6.195927723	6.482557739	6.139111263	9.05057685	9.268549216	5.818162934	5.818162934	5.911212631	8.662372554	7.727947405	7.471707403	8.573662183
hsa-miR-1274a	6.882317768	7.123869658	7.012094238	5.761034115	5.752678419	5.742235778	5.734966575	5.762532705	5.771097783	5.806818472	5.863953924	5.84087393	5.713693686	5.763655125	5.736627179	5.72262265	7.958163143	8.436850345	13.59900913	13.57414705	13.27529641	8.196463738	10.43723602	10.48369383	9.812785324
hsa-miR-1274b	6.150607341	6.054679065	6.003094208	11.34561175	10.51590262	11.24183271	11.56365189	9.159654734	11.00325258	7.401247881	7.224575462	7.674527239	5.73657691	5.714486282	5.754670113	5.72755412	7.30459079	7.30046036	5.83184848	5.789426171	5.865061735	7.927113567	5.725083523	5.707073632	5.857270901
